ADDRESS_ID,HOUSE_NUM,HOUSE_FRAC,ST_PRE_DIR,ST_NAME,ST_TYPE,APT_LOT,POST DIR,CITY,STATE,ZIP
1345,100,,,LYTTON,AVE,Unit 445,NW,WASHINGTON,DC,20009
1346,100,,,LYTTON,AVE,Unit 446,NW,WASHINGTON,DC,20009
1347,100,,,LYTTON,AVE,Unit 447,NW,WASHINGTON,DC,20009
1348,100,,,LYTTON,AVE,Unit 448,NW,WASHINGTON,DC,20009
1349,100,,,LYTTON,AVE,Unit 449,NW,WASHINGTON,DC,20009
1350,100,,,LYTTON,AVE,Unit 450,NW,WASHINGTON,DC,20009
1351,100,,,LYTTON,AVE,Unit 451,NW,WASHINGTON,DC,20009
1352,100,,,LYTTON,AVE,Unit 452,NW,WASHINGTON,DC,20009
1353,100,,,LYTTON,AVE,Unit 453,NW,WASHINGTON,DC,20009
1354,100,,,LYTTON,AVE,Unit 454,NW,WASHINGTON,DC,20009
1355,100,,,LYTTON,AVE,Unit 455,NW,WASHINGTON,DC,20009
1356,100,,,LYTTON,AVE,Unit 456,NW,WASHINGTON,DC,20009
1357,100,,,LYTTON,AVE,Unit 457,NW,WASHINGTON,DC,20009
1358,100,,,LYTTON,AVE,Unit 458,NW,WASHINGTON,DC,20009
1359,100,,,LYTTON,AVE,Unit 459,NW,WASHINGTON,DC,20009
1360,100,,,LYTTON,AVE,Unit 460,NW,WASHINGTON,DC,20009
1361,100,,,LYTTON,AVE,Unit 461,NW,WASHINGTON,DC,20009
1362,100,,,LYTTON,AVE,Unit 462,NW,WASHINGTON,DC,20009
1363,100,,,LYTTON,AVE,Unit 463,NW,WASHINGTON,DC,20009
1364,100,,,LYTTON,AVE,Unit 464,NW,WASHINGTON,DC,20009
1365,100,,,LYTTON,AVE,Unit 465,NW,WASHINGTON,DC,20009
1366,100,,,LYTTON,AVE,Unit 466,NW,WASHINGTON,DC,20009
1367,100,,,LYTTON,AVE,Unit 467,NW,WASHINGTON,DC,20009
1368,100,,,LYTTON,AVE,Unit 468,NW,WASHINGTON,DC,20009
1369,100,,,LYTTON,AVE,Unit 469,NW,WASHINGTON,DC,20009
1370,100,,,LYTTON,AVE,Unit 470,NW,WASHINGTON,DC,20009
1371,100,,,LYTTON,AVE,Unit 471,NW,WASHINGTON,DC,20009
1372,100,,,LYTTON,AVE,Unit 472,NW,WASHINGTON,DC,20009
1373,100,,,LYTTON,AVE,Unit 473,NW,WASHINGTON,DC,20009
1374,100,,,LYTTON,AVE,Unit 474,NW,WASHINGTON,DC,20009
1375,100,,,LYTTON,AVE,Unit 475,NW,WASHINGTON,DC,20009
1376,100,,,LYTTON,AVE,Unit 476,NW,WASHINGTON,DC,20009
1377,100,,,LYTTON,AVE,Unit 477,NW,WASHINGTON,DC,20009
1378,100,,,LYTTON,AVE,Unit 478,NW,WASHINGTON,DC,20009
1379,100,,,LYTTON,AVE,Unit 479,NW,WASHINGTON,DC,20009
1380,100,,,LYTTON,AVE,Unit 480,NW,WASHINGTON,DC,20009
1381,100,,,LYTTON,AVE,Unit 481,NW,WASHINGTON,DC,20009
1382,100,,,LYTTON,AVE,Unit 482,NW,WASHINGTON,DC,20009
1383,100,,,LYTTON,AVE,Unit 483,NW,WASHINGTON,DC,20009
1384,100,,,LYTTON,AVE,Unit 484,NW,WASHINGTON,DC,20009
1385,100,,,LYTTON,AVE,Unit 485,NW,WASHINGTON,DC,20009
1386,100,,,LYTTON,AVE,Unit 486,NW,WASHINGTON,DC,20009
1387,100,,,LYTTON,AVE,Unit 487,NW,WASHINGTON,DC,20009
1388,100,,,LYTTON,AVE,Unit 488,NW,WASHINGTON,DC,20009
1389,100,,,LYTTON,AVE,Unit 489,NW,WASHINGTON,DC,20009
1390,100,,,LYTTON,AVE,Unit 490,NW,WASHINGTON,DC,20009
1391,100,,,LYTTON,AVE,Unit 491,NW,WASHINGTON,DC,20009
1392,100,,,LYTTON,AVE,Unit 492,NW,WASHINGTON,DC,20009
1393,100,,,LYTTON,AVE,Unit 493,NW,WASHINGTON,DC,20009
1394,100,,,LYTTON,AVE,Unit 494,NW,WASHINGTON,DC,20009
1395,100,,,LYTTON,AVE,Unit 495,NW,WASHINGTON,DC,20009
1396,100,,,LYTTON,AVE,Unit 496,NW,WASHINGTON,DC,20009
1397,100,,,LYTTON,AVE,Unit 497,NW,WASHINGTON,DC,20009
1398,100,,,LYTTON,AVE,Unit 498,NW,WASHINGTON,DC,20009
1399,100,,,LYTTON,AVE,Unit 499,NW,WASHINGTON,DC,20009
2000,200,,,HOMER,ST,Unit 100,NW,WASHINGTON,DC,20001
2001,200,,,HOMER,ST,Unit 101,NW,WASHINGTON,DC,20001
2002,200,,,HOMER,ST,Unit 102,NW,WASHINGTON,DC,20001
2003,200,,,HOMER,ST,Unit 103,NW,WASHINGTON,DC,20001
2004,200,,,HOMER,ST,Unit 104,NW,WASHINGTON,DC,20001
2005,200,,,HOMER,ST,Unit 105,NW,WASHINGTON,DC,20001
2006,200,,,HOMER,ST,Unit 106,NW,WASHINGTON,DC,20001
2007,200,,,HOMER,ST,Unit 107,NW,WASHINGTON,DC,20001
2008,200,,,HOMER,ST,Unit 108,NW,WASHINGTON,DC,20001
2009,200,,,HOMER,ST,Unit 109,NW,WASHINGTON,DC,20001
2010,200,,,HOMER,ST,Unit 110,NW,WASHINGTON,DC,20001
2011,200,,,HOMER,ST,Unit 111,NW,WASHINGTON,DC,20001
2012,200,,,HOMER,ST,Unit 112,NW,WASHINGTON,DC,20001
2013,200,,,HOMER,ST,Unit 113,NW,WASHINGTON,DC,20001
2014,200,,,HOMER,ST,Unit 114,NW,WASHINGTON,DC,20001
2015,200,,,HOMER,ST,Unit 115,NW,WASHINGTON,DC,20001
2016,200,,,HOMER,ST,Unit 116,NW,WASHINGTON,DC,20001
2017,200,,,HOMER,ST,Unit 117,NW,WASHINGTON,DC,20001
2018,200,,,HOMER,ST,Unit 118,NW,WASHINGTON,DC,20001
2019,200,,,HOMER,ST,Unit 119,NW,WASHINGTON,DC,20001
2020,200,,,HOMER,ST,Unit 120,NW,WASHINGTON,DC,20001
2021,200,,,HOMER,ST,Unit 121,NW,WASHINGTON,DC,20001
2022,200,,,HOMER,ST,Unit 122,NW,WASHINGTON,DC,20001
2023,200,,,HOMER,ST,Unit 123,NW,WASHINGTON,DC,20001
2024,200,,,HOMER,ST,Unit 124,NW,WASHINGTON,DC,20001
2025,200,,,HOMER,ST,Unit 125,NW,WASHINGTON,DC,20001
2026,200,,,HOMER,ST,Unit 126,NW,WASHINGTON,DC,20001
2027,200,,,HOMER,ST,Unit 127,NW,WASHINGTON,DC,20001
2028,200,,,HOMER,ST,Unit 128,NW,WASHINGTON,DC,20001
2029,200,,,HOMER,ST,Unit 129,NW,WASHINGTON,DC,20001
2030,200,,,HOMER,ST,Unit 130,NW,WASHINGTON,DC,20001
2031,200,,,HOMER,ST,Unit 131,NW,WASHINGTON,DC,20001
2032,200,,,HOMER,ST,Unit 132,NW,WASHINGTON,DC,20001
2033,200,,,HOMER,ST,Unit 133,NW,WASHINGTON,DC,20001
2034,200,,,HOMER,ST,Unit 134,NW,WASHINGTON,DC,20001
2035,200,,,HOMER,ST,Unit 135,NW,WASHINGTON,DC,20001
2036,200,,,HOMER,ST,Unit 136,NW,WASHINGTON,DC,20001
2037,200,,,HOMER,ST,Unit 137,NW,WASHINGTON,DC,20001
2038,200,,,HOMER,ST,Unit 138,NW,WASHINGTON,DC,20001
2039,200,,,HOMER,ST,Unit 139,NW,WASHINGTON,DC,20001
2040,200,,,HOMER,ST,Unit 140,NW,WASHINGTON,DC,20001
2041,200,,,HOMER,ST,Unit 141,NW,WASHINGTON,DC,20001
2042,200,,,HOMER,ST,Unit 142,NW,WASHINGTON,DC,20001
2043,200,,,HOMER,ST,Unit 143,NW,WASHINGTON,DC,20001
2044,200,,,HOMER,ST,Unit 144,NW,WASHINGTON,DC,20001
2045,200,,,HOMER,ST,Unit 145,NW,WASHINGTON,DC,20001
2046,200,,,HOMER,ST,Unit 146,NW,WASHINGTON,DC,20001
2047,200,,,HOMER,ST,Unit 147,NW,WASHINGTON,DC,20001
2048,200,,,HOMER,ST,Unit 148,NW,WASHINGTON,DC,20001
2049,200,,,HOMER,ST,Unit 149,NW,WASHINGTON,DC,20001
2050,200,,,HOMER,ST,Unit 150,NW,WASHINGTON,DC,20001
2051,200,,,HOMER,ST,Unit 151,NW,WASHINGTON,DC,20001
2052,200,,,HOMER,ST,Unit 152,NW,WASHINGTON,DC,20001
2053,200,,,HOMER,ST,Unit 153,NW,WASHINGTON,DC,20001
2054,200,,,HOMER,ST,Unit 154,NW,WASHINGTON,DC,20001
2055,200,,,HOMER,ST,Unit 155,NW,WASHINGTON,DC,20001
2056,200,,,HOMER,ST,Unit 156,NW,WASHINGTON,DC,20001
2057,200,,,HOMER,ST,Unit 157,NW,WASHINGTON,DC,20001
2058,200,,,HOMER,ST,Unit 158,NW,WASHINGTON,DC,20001
2059,200,,,HOMER,ST,Unit 159,NW,WASHINGTON,DC,20001
2060,200,,,HOMER,ST,Unit 160,NW,WASHINGTON,DC,20001
2061,200,,,HOMER,ST,Unit 161,NW,WASHINGTON,DC,20001
2062,200,,,HOMER,ST,Unit 162,NW,WASHINGTON,DC,20001
2063,200,,,HOMER,ST,Unit 163,NW,WASHINGTON,DC,20001
2064,200,,,HOMER,ST,Unit 164,NW,WASHINGTON,DC,20001
2065,200,,,HOMER,ST,Unit 165,NW,WASHINGTON,DC,20001
2066,200,,,HOMER,ST,Unit 166,NW,WASHINGTON,DC,20001
2067,200,,,HOMER,ST,Unit 167,NW,WASHINGTON,DC,20001
2068,200,,,HOMER,ST,Unit 168,NW,WASHINGTON,DC,20001
2069,200,,,HOMER,ST,Unit 169,NW,WASHINGTON,DC,20001
2070,200,,,HOMER,ST,Unit 170,NW,WASHINGTON,DC,20001
2071,200,,,HOMER,ST,Unit 171,NW,WASHINGTON,DC,20001
2072,200,,,HOMER,ST,Unit 172,NW,WASHINGTON,DC,20001
2073,200,,,HOMER,ST,Unit 173,NW,WASHINGTON,DC,20001
2074,200,,,HOMER,ST,Unit 174,NW,WASHINGTON,DC,20001
2075,200,,,HOMER,ST,Unit 175,NW,WASHINGTON,DC,20001
2076,200,,,HOMER,ST,Unit 176,NW,WASHINGTON,DC,20001
2077,200,,,HOMER,ST,Unit 177,NW,WASHINGTON,DC,20001
2078,200,,,HOMER,ST,Unit 178,NW,WASHINGTON,DC,20001
2079,200,,,HOMER,ST,Unit 179,NW,WASHINGTON,DC,20001
2080,200,,,HOMER,ST,Unit 180,NW,WASHINGTON,DC,20001
2081,200,,,HOMER,ST,Unit 181,NW,WASHINGTON,DC,20001
2082,200,,,HOMER,ST,Unit 182,NW,WASHINGTON,DC,20001
2083,200,,,HOMER,ST,Unit 183,NW,WASHINGTON,DC,20001
2084,200,,,HOMER,ST,Unit 184,NW,WASHINGTON,DC,20001
2085,200,,,HOMER,ST,Unit 185,NW,WASHINGTON,DC,20001
2086,200,,,HOMER,ST,Unit 186,NW,WASHINGTON,DC,20001
2087,200,,,HOMER,ST,Unit 187,NW,WASHINGTON,DC,20001
2088,200,,,HOMER,ST,Unit 188,NW,WASHINGTON,DC,20001
2089,200,,,HOMER,ST,Unit 189,NW,WASHINGTON,DC,20001
2090,200,,,HOMER,ST,Unit 190,NW,WASHINGTON,DC,20001
2091,200,,,HOMER,ST,Unit 191,NW,WASHINGTON,DC,20001
2092,200,,,HOMER,ST,Unit 192,NW,WASHINGTON,DC,20001
2093,200,,,HOMER,ST,Unit 193,NW,WASHINGTON,DC,20001
2094,200,,,HOMER,ST,Unit 194,NW,WASHINGTON,DC,20001
2095,200,,,HOMER,ST,Unit 195,NW,WASHINGTON,DC,20001
2096,200,,,HOMER,ST,Unit 196,NW,WASHINGTON,DC,20001
2097,200,,,HOMER,ST,Unit 197,NW,WASHINGTON,DC,20001
2098,200,,,HOMER,ST,Unit 198,NW,WASHINGTON,DC,20001
2099,200,,,HOMER,ST,Unit 199,NW,WASHINGTON,DC,20001
2100,200,,,HOMER,ST,Unit 200,NW,WASHINGTON,DC,20001
2101,200,,,HOMER,ST,Unit 201,NW,WASHINGTON,DC,20001
2102,200,,,HOMER,ST,Unit 202,NW,WASHINGTON,DC,20001
2103,200,,,HOMER,ST,Unit 203,NW,WASHINGTON,DC,20001
2104,200,,,HOMER,ST,Unit 204,NW,WASHINGTON,DC,20001
2105,200,,,HOMER,ST,Unit 205,NW,WASHINGTON,DC,20001
2106,200,,,HOMER,ST,Unit 206,NW,WASHINGTON,DC,20001
2107,200,,,HOMER,ST,Unit 207,NW,WASHINGTON,DC,20001
2108,200,,,HOMER,ST,Unit 208,NW,WASHINGTON,DC,20001
2109,200,,,HOMER,ST,Unit 209,NW,WASHINGTON,DC,20001
2110,200,,,HOMER,ST,Unit 210,NW,WASHINGTON,DC,20001
2111,200,,,HOMER,ST,Unit 211,NW,WASHINGTON,DC,20001
2112,200,,,HOMER,ST,Unit 212,NW,WASHINGTON,DC,20001
2113,200,,,HOMER,ST,Unit 213,NW,WASHINGTON,DC,20001
2114,200,,,HOMER,ST,Unit 214,NW,WASHINGTON,DC,20001
2115,200,,,HOMER,ST,Unit 215,NW,WASHINGTON,DC,20001
2116,200,,,HOMER,ST,Unit 216,NW,WASHINGTON,DC,20001
2117,200,,,HOMER,ST,Unit 217,NW,WASHINGTON,DC,20001
2118,200,,,HOMER,ST,Unit 218,NW,WASHINGTON,DC,20001
2119,200,,,HOMER,ST,Unit 219,NW,WASHINGTON,DC,20001
2120,200,,,HOMER,ST,Unit 220,NW,WASHINGTON,DC,20001
2121,200,,,HOMER,ST,Unit 221,NW,WASHINGTON,DC,20001
2122,200,,,HOMER,ST,Unit 222,NW,WASHINGTON,DC,20001
2123,200,,,HOMER,ST,Unit 223,NW,WASHINGTON,DC,20001
2124,200,,,HOMER,ST,Unit 224,NW,WASHINGTON,DC,20001
2125,200,,,HOMER,ST,Unit 225,NW,WASHINGTON,DC,20001
2126,200,,,HOMER,ST,Unit 226,NW,WASHINGTON,DC,20001
2127,200,,,HOMER,ST,Unit 227,NW,WASHINGTON,DC,20001
2128,200,,,HOMER,ST,Unit 228,NW,WASHINGTON,DC,20001
2129,200,,,HOMER,ST,Unit 229,NW,WASHINGTON,DC,20001
2130,200,,,HOMER,ST,Unit 230,NW,WASHINGTON,DC,20001
2131,200,,,HOMER,ST,Unit 231,NW,WASHINGTON,DC,20001
2132,200,,,HOMER,ST,Unit 232,NW,WASHINGTON,DC,20001
2133,200,,,HOMER,ST,Unit 233,NW,WASHINGTON,DC,20001
2134,200,,,HOMER,ST,Unit 234,NW,WASHINGTON,DC,20001
2135,200,,,HOMER,ST,Unit 235,NW,WASHINGTON,DC,20001
2136,200,,,HOMER,ST,Unit 236,NW,WASHINGTON,DC,20001
2137,200,,,HOMER,ST,Unit 237,NW,WASHINGTON,DC,20001
2138,200,,,HOMER,ST,Unit 238,NW,WASHINGTON,DC,20001
2139,200,,,HOMER,ST,Unit 239,NW,WASHINGTON,DC,20001
2140,200,,,HOMER,ST,Unit 240,NW,WASHINGTON,DC,20001
2141,200,,,HOMER,ST,Unit 241,NW,WASHINGTON,DC,20001
2142,200,,,HOMER,ST,Unit 242,NW,WASHINGTON,DC,20001
2143,200,,,HOMER,ST,Unit 243,NW,WASHINGTON,DC,20001
2144,200,,,HOMER,ST,Unit 244,NW,WASHINGTON,DC,20001
2145,200,,,HOMER,ST,Unit 245,NW,WASHINGTON,DC,20001
2146,200,,,HOMER,ST,Unit 246,NW,WASHINGTON,DC,20001
2147,200,,,HOMER,ST,Unit 247,NW,WASHINGTON,DC,20001
2148,200,,,HOMER,ST,Unit 248,NW,WASHINGTON,DC,20001
2149,200,,,HOMER,ST,Unit 249,NW,WASHINGTON,DC,20001
2150,200,,,HOMER,ST,Unit 250,NW,WASHINGTON,DC,20001
2151,200,,,HOMER,ST,Unit 251,NW,WASHINGTON,DC,20001
2152,200,,,HOMER,ST,Unit 252,NW,WASHINGTON,DC,20001
2153,200,,,HOMER,ST,Unit 253,NW,WASHINGTON,DC,20001
2154,200,,,HOMER,ST,Unit 254,NW,WASHINGTON,DC,20001
2155,200,,,HOMER,ST,Unit 255,NW,WASHINGTON,DC,20001
2156,200,,,HOMER,ST,Unit 256,NW,WASHINGTON,DC,20001
2157,200,,,HOMER,ST,Unit 257,NW,WASHINGTON,DC,20001
2158,200,,,HOMER,ST,Unit 258,NW,WASHINGTON,DC,20001
2159,200,,,HOMER,ST,Unit 259,NW,WASHINGTON,DC,20001
2160,200,,,HOMER,ST,Unit 260,NW,WASHINGTON,DC,20001
2161,200,,,HOMER,ST,Unit 261,NW,WASHINGTON,DC,20001
2162,200,,,HOMER,ST,Unit 262,NW,WASHINGTON,DC,20001
2163,200,,,HOMER,ST,Unit 263,NW,WASHINGTON,DC,20001
2164,200,,,HOMER,ST,Unit 264,NW,WASHINGTON,DC,20001
2165,200,,,HOMER,ST,Unit 265,NW,WASHINGTON,DC,20001
2166,200,,,HOMER,ST,Unit 266,NW,WASHINGTON,DC,20001
2167,200,,,HOMER,ST,Unit 267,NW,WASHINGTON,DC,20001
2168,200,,,HOMER,ST,Unit 268,NW,WASHINGTON,DC,20001
2169,200,,,HOMER,ST,Unit 269,NW,WASHINGTON,DC,20001
2170,200,,,HOMER,ST,Unit 270,NW,WASHINGTON,DC,20001
2171,200,,,HOMER,ST,Unit 271,NW,WASHINGTON,DC,20001
2172,200,,,HOMER,ST,Unit 272,NW,WASHINGTON,DC,20001
2173,200,,,HOMER,ST,Unit 273,NW,WASHINGTON,DC,20001
2174,200,,,HOMER,ST,Unit 274,NW,WASHINGTON,DC,20001
2175,200,,,HOMER,ST,Unit 275,NW,WASHINGTON,DC,20001
2176,200,,,HOMER,ST,Unit 276,NW,WASHINGTON,DC,20001
2177,200,,,HOMER,ST,Unit 277,NW,WASHINGTON,DC,20001
2178,200,,,HOMER,ST,Unit 278,NW,WASHINGTON,DC,20001
2179,200,,,HOMER,ST,Unit 279,NW,WASHINGTON,DC,20001
2180,200,,,HOMER,ST,Unit 280,NW,WASHINGTON,DC,20001
2181,200,,,HOMER,ST,Unit 281,NW,WASHINGTON,DC,20001
2182,200,,,HOMER,ST,Unit 282,NW,WASHINGTON,DC,20001
2183,200,,,HOMER,ST,Unit 283,NW,WASHINGTON,DC,20001
2184,200,,,HOMER,ST,Unit 284,NW,WASHINGTON,DC,20001
2185,200,,,HOMER,ST,Unit 285,NW,WASHINGTON,DC,20001
2186,200,,,HOMER,ST,Unit 286,NW,WASHINGTON,DC,20001
2187,200,,,HOMER,ST,Unit 287,NW,WASHINGTON,DC,20001
2188,200,,,HOMER,ST,Unit 288,NW,WASHINGTON,DC,20001
2189,200,,,HOMER,ST,Unit 289,NW,WASHINGTON,DC,20001
2190,200,,,HOMER,ST,Unit 290,NW,WASHINGTON,DC,20001
2191,200,,,HOMER,ST,Unit 291,NW,WASHINGTON,DC,20001
2192,200,,,HOMER,ST,Unit 292,NW,WASHINGTON,DC,20001
2193,200,,,HOMER,ST,Unit 293,NW,WASHINGTON,DC,20001
2194,200,,,HOMER,ST,Unit 294,NW,WASHINGTON,DC,20001
2195,200,,,HOMER,ST,Unit 295,NW,WASHINGTON,DC,20001
2196,200,,,HOMER,ST,Unit 296,NW,WASHINGTON,DC,20001
2197,200,,,HOMER,ST,Unit 297,NW,WASHINGTON,DC,20001
2198,200,,,HOMER,ST,Unit 298,NW,WASHINGTON,DC,20001
2199,200,,,HOMER,ST,Unit 299,NW,WASHINGTON,DC,20001
2200,200,,,HOMER,ST,Unit 300,NW,WASHINGTON,DC,20001
2201,200,,,HOMER,ST,Unit 301,NW,WASHINGTON,DC,20001
2202,200,,,HOMER,ST,Unit 302,NW,WASHINGTON,DC,20001
2203,200,,,HOMER,ST,Unit 303,NW,WASHINGTON,DC,20001
2204,200,,,HOMER,ST,Unit 304,NW,WASHINGTON,DC,20001
2205,200,,,HOMER,ST,Unit 305,NW,WASHINGTON,DC,20001
2206,200,,,HOMER,ST,Unit 306,NW,WASHINGTON,DC,20001
2207,200,,,HOMER,ST,Unit 307,NW,WASHINGTON,DC,20001
2208,200,,,HOMER,ST,Unit 308,NW,WASHINGTON,DC,20001
2209,200,,,HOMER,ST,Unit 309,NW,WASHINGTON,DC,20001
2210,200,,,HOMER,ST,Unit 310,NW,WASHINGTON,DC,20001
2211,200,,,HOMER,ST,Unit 311,NW,WASHINGTON,DC,20001
2212,200,,,HOMER,ST,Unit 312,NW,WASHINGTON,DC,20001
2213,200,,,HOMER,ST,Unit 313,NW,WASHINGTON,DC,20001
2214,200,,,HOMER,ST,Unit 314,NW,WASHINGTON,DC,20001
2215,200,,,HOMER,ST,Unit 315,NW,WASHINGTON,DC,20001
2216,200,,,HOMER,ST,Unit 316,NW,WASHINGTON,DC,20001
2217,200,,,HOMER,ST,Unit 317,NW,WASHINGTON,DC,20001
2218,200,,,HOMER,ST,Unit 318,NW,WASHINGTON,DC,20001
2219,200,,,HOMER,ST,Unit 319,NW,WASHINGTON,DC,20001
2220,200,,,HOMER,ST,Unit 320,NW,WASHINGTON,DC,20001
2221,200,,,HOMER,ST,Unit 321,NW,WASHINGTON,DC,20001
2222,200,,,HOMER,ST,Unit 322,NW,WASHINGTON,DC,20001
2223,200,,,HOMER,ST,Unit 323,NW,WASHINGTON,DC,20001
2224,200,,,HOMER,ST,Unit 324,NW,WASHINGTON,DC,20001
2225,200,,,HOMER,ST,Unit 325,NW,WASHINGTON,DC,20001
2226,200,,,HOMER,ST,Unit 326,NW,WASHINGTON,DC,20001
2227,200,,,HOMER,ST,Unit 327,NW,WASHINGTON,DC,20001
2228,200,,,HOMER,ST,Unit 328,NW,WASHINGTON,DC,20001
2229,200,,,HOMER,ST,Unit 329,NW,WASHINGTON,DC,20001
2230,200,,,HOMER,ST,Unit 330,NW,WASHINGTON,DC,20001
2231,200,,,HOMER,ST,Unit 331,NW,WASHINGTON,DC,20001
2232,200,,,HOMER,ST,Unit 332,NW,WASHINGTON,DC,20001
2233,200,,,HOMER,ST,Unit 333,NW,WASHINGTON,DC,20001
2234,200,,,HOMER,ST,Unit 334,NW,WASHINGTON,DC,20001
2235,200,,,HOMER,ST,Unit 335,NW,WASHINGTON,DC,20001
2236,200,,,HOMER,ST,Unit 336,NW,WASHINGTON,DC,20001
2237,200,,,HOMER,ST,Unit 337,NW,WASHINGTON,DC,20001
2238,200,,,HOMER,ST,Unit 338,NW,WASHINGTON,DC,20001
2239,200,,,HOMER,ST,Unit 339,NW,WASHINGTON,DC,20001
2240,200,,,HOMER,ST,Unit 340,NW,WASHINGTON,DC,20001
2241,200,,,HOMER,ST,Unit 341,NW,WASHINGTON,DC,20001
2242,200,,,HOMER,ST,Unit 342,NW,WASHINGTON,DC,20001
2243,200,,,HOMER,ST,Unit 343,NW,WASHINGTON,DC,20001
2244,200,,,HOMER,ST,Unit 344,NW,WASHINGTON,DC,20001
2245,200,,,HOMER,ST,Unit 345,NW,WASHINGTON,DC,20001
2246,200,,,HOMER,ST,Unit 346,NW,WASHINGTON,DC,20001
2247,200,,,HOMER,ST,Unit 347,NW,WASHINGTON,DC,20001
2248,200,,,HOMER,ST,Unit 348,NW,WASHINGTON,DC,20001
2249,200,,,HOMER,ST,Unit 349,NW,WASHINGTON,DC,20001
2250,200,,,HOMER,ST,Unit 350,NW,WASHINGTON,DC,20001
2251,200,,,HOMER,ST,Unit 351,NW,WASHINGTON,DC,20001
2252,200,,,HOMER,ST,Unit 352,NW,WASHINGTON,DC,20001
2253,200,,,HOMER,ST,Unit 353,NW,WASHINGTON,DC,20001
2254,200,,,HOMER,ST,Unit 354,NW,WASHINGTON,DC,20001
2255,200,,,HOMER,ST,Unit 355,NW,WASHINGTON,DC,20001
2256,200,,,HOMER,ST,Unit 356,NW,WASHINGTON,DC,20001
2257,200,,,HOMER,ST,Unit 357,NW,WASHINGTON,DC,20001
2258,200,,,HOMER,ST,Unit 358,NW,WASHINGTON,DC,20001
2259,200,,,HOMER,ST,Unit 359,NW,WASHINGTON,DC,20001
2260,200,,,HOMER,ST,Unit 360,NW,WASHINGTON,DC,20001
2261,200,,,HOMER,ST,Unit 361,NW,WASHINGTON,DC,20001
2262,200,,,HOMER,ST,Unit 362,NW,WASHINGTON,DC,20001
2263,200,,,HOMER,ST,Unit 363,NW,WASHINGTON,DC,20001
2264,200,,,HOMER,ST,Unit 364,NW,WASHINGTON,DC,20001
2265,200,,,HOMER,ST,Unit 365,NW,WASHINGTON,DC,20001
2266,200,,,HOMER,ST,Unit 366,NW,WASHINGTON,DC,20001
2267,200,,,HOMER,ST,Unit 367,NW,WASHINGTON,DC,20001
2268,200,,,HOMER,ST,Unit 368,NW,WASHINGTON,DC,20001
2269,200,,,HOMER,ST,Unit 369,NW,WASHINGTON,DC,20001
2270,200,,,HOMER,ST,Unit 370,NW,WASHINGTON,DC,20001
2271,200,,,HOMER,ST,Unit 371,NW,WASHINGTON,DC,20001
2272,200,,,HOMER,ST,Unit 372,NW,WASHINGTON,DC,20001
2273,200,,,HOMER,ST,Unit 373,NW,WASHINGTON,DC,20001
2274,200,,,HOMER,ST,Unit 374,NW,WASHINGTON,DC,20001
2275,200,,,HOMER,ST,Unit 375,NW,WASHINGTON,DC,20001
2276,200,,,HOMER,ST,Unit 376,NW,WASHINGTON,DC,20001
2277,200,,,HOMER,ST,Unit 377,NW,WASHINGTON,DC,20001
2278,200,,,HOMER,ST,Unit 378,NW,WASHINGTON,DC,20001
2279,200,,,HOMER,ST,Unit 379,NW,WASHINGTON,DC,20001
2280,200,,,HOMER,ST,Unit 380,NW,WASHINGTON,DC,20001
2281,200,,,HOMER,ST,Unit 381,NW,WASHINGTON,DC,20001
2282,200,,,HOMER,ST,Unit 382,NW,WASHINGTON,DC,20001
2283,200,,,HOMER,ST,Unit 383,NW,WASHINGTON,DC,20001
2284,200,,,HOMER,ST,Unit 384,NW,WASHINGTON,DC,20001
2285,200,,,HOMER,ST,Unit 385,NW,WASHINGTON,DC,20001
2286,200,,,HOMER,ST,Unit 386,NW,WASHINGTON,DC,20001
2287,200,,,HOMER,ST,Unit 387,NW,WASHINGTON,DC,20001
2288,200,,,HOMER,ST,Unit 388,NW,WASHINGTON,DC,20001
2289,200,,,HOMER,ST,Unit 389,NW,WASHINGTON,DC,20001
2290,200,,,HOMER,ST,Unit 390,NW,WASHINGTON,DC,20001
2291,200,,,HOMER,ST,Unit 391,NW,WASHINGTON,DC,20001
2292,200,,,HOMER,ST,Unit 392,NW,WASHINGTON,DC,20001
2293,200,,,HOMER,ST,Unit 393,NW,WASHINGTON,DC,20001
2294,200,,,HOMER,ST,Unit 394,NW,WASHINGTON,DC,20001
2295,200,,,HOMER,ST,Unit 395,NW,WASHINGTON,DC,20001
2296,200,,,HOMER,ST,Unit 396,NW,WASHINGTON,DC,20001
2297,200,,,HOMER,ST,Unit 397,NW,WASHINGTON,DC,20001
2298,200,,,HOMER,ST,Unit 398,NW,WASHINGTON,DC,20001
2299,200,,,HOMER,ST,Unit 399,NW,WASHINGTON,DC,20001
2300,200,,,HOMER,ST,Unit 400,NW,WASHINGTON,DC,20001
2301,200,,,HOMER,ST,Unit 401,NW,WASHINGTON,DC,20001
2302,200,,,HOMER,ST,Unit 402,NW,WASHINGTON,DC,20001
2303,200,,,HOMER,ST,Unit 403,NW,WASHINGTON,DC,20001
2304,200,,,HOMER,ST,Unit 404,NW,WASHINGTON,DC,20001
2305,200,,,HOMER,ST,Unit 405,NW,WASHINGTON,DC,20001
2306,200,,,HOMER,ST,Unit 406,NW,WASHINGTON,DC,20001
2307,200,,,HOMER,ST,Unit 407,NW,WASHINGTON,DC,20001
